City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Airai,TL,2020-10-15 00:10:27,-8.93,125.41,75.04,35,69,3.76
307,Lanzhou,CN,2020-10-15 00:10:27,36.06,103.79,46.99,62,83,2.48
308,Badhni Kalan,IN,2020-10-15 00:10:27,30.68,75.28,68.47,27,0,4.59
309,Ustka,PL,2020-10-15 00:10:28,54.58,16.86,52.77,86,100,23.69
310,Isangel,VU,2020-10-15 00:10:28,-19.55,169.27,82.4,83,90,5.82
311,Port Elizabeth,ZA,2020-10-15 00:10:28,-33.92,25.57,57.2,87,0,5.82
312,Biloxi,US,2020-10-15 00:08:17,30.4,-88.89,75.2,60,1,6.93
313,Barahona,DO,2020-10-15 00:10:24,18.21,-71.1,80.83,77,14,5.44
314,Seoul,KR,2020-10-15 00:05:38,37.57,126.98,46.4,37,20,3.44
315,Turayf,SA,2020-10-15 00:10:28,31.67,38.66,60.8,44,0,11.41
316,Carutapera,BR,2020-10-15 00:10:28,-1.2,-46.02,78.67,78,63,7.54
317,Magomeni,TZ,2020-10-15 00:10:29,-6.8,39.25,77.65,80,0,4.34
318,Estelle,US,2020-10-15 00:10:29,29.85,-90.11,79.0,62,0,4.14
319,Frankfurt,DE,2020-10-15 00:10:29,50.12,8.68,48.99,81,75,6.93
320,Baker City,US,2020-10-15 00:10:29,44.77,-117.83,55.4,47,75,9.17
321,Tanabe,JP,2020-10-15 00:10:29,33.73,135.37,68.0,56,20,10.29
322,Port Hedland,AU,2020-10-15 00:10:29,-20.32,118.57,93.2,18,0,12.75
323,Maceio,BR,2020-10-15 00:10:29,-9.67,-35.74,71.6,94,18,4.7
324,Vila Franca Do Campo,PT,2020-10-15 00:10:29,37.72,-25.43,69.8,83,75,10.29
325,Ginda,IN,2020-10-15 00:10:29,30.69,78.49,56.7,36,0,6.2
326,Bouza,NE,2020-10-15 00:10:29,14.42,6.04,88.09,33,15,5.75
327,Esperance,AU,2020-10-15 00:10:29,-33.87,121.9,57.2,100,90,9.17
328,Imeni Poliny Osipenko,RU,2020-10-15 00:10:30,52.42,136.49,32.79,73,99,12.19
329,Los Llanos De Aridane,ES,2020-10-15 00:10:30,28.66,-17.92,69.8,83,45,8.05
330,Gizo,SB,2020-10-15 00:10:30,-8.1,156.84,83.21,72,37,2.51
331,Zhigansk,RU,2020-10-15 00:10:30,66.77,123.37,11.43,94,21,4.0
332,Tessalit,ML,2020-10-15 00:10:30,20.2,1.01,84.85,13,0,11.34
333,Jefferson City,US,2020-10-15 00:09:42,38.58,-92.17,84.2,30,1,9.17
334,Fomboni,KM,2020-10-15 00:10:30,-12.28,43.74,78.48,85,20,16.22
335,Lodja,CD,2020-10-15 00:10:30,-3.48,23.43,70.0,89,10,1.01
336,Nemuro,JP,2020-10-15 00:10:31,43.32,145.57,48.2,61,20,8.05
337,Perigueux,FR,2020-10-15 00:10:31,45.18,0.72,48.2,93,90,3.36
338,Maxixe,MZ,2020-10-15 00:10:31,-23.86,35.35,65.43,85,26,7.96
339,Nouadhibou,MR,2020-10-15 00:10:31,20.93,-17.03,78.8,65,18,14.99
340,Honiara,SB,2020-10-15 00:10:31,-9.43,159.95,87.8,62,20,6.93
341,Chimoio,MZ,2020-10-15 00:10:31,-19.12,33.48,64.4,100,75,6.93
342,Okha,RU,2020-10-15 00:10:31,53.57,142.95,36.07,76,67,17.43
343,Tiarei,PF,2020-10-15 00:10:32,-17.53,-149.33,86.0,62,75,16.11
344,Skibbereen,IE,2020-10-15 00:10:32,51.55,-9.27,44.6,87,2,5.82
345,Halol,IN,2020-10-15 00:10:32,22.5,73.47,78.62,79,100,6.76
346,George Town,MY,2020-10-15 00:10:00,5.41,100.34,78.8,94,20,3.36
347,Polis,CY,2020-10-15 00:10:32,35.04,32.43,68.0,88,40,6.93
348,Minatitlan,MX,2020-10-15 00:10:33,17.98,-94.52,84.2,74,40,13.87
349,Bintulu,MY,2020-10-15 00:10:33,3.17,113.03,75.2,94,40,4.7
350,Biak,ID,2020-10-15 00:10:33,-0.91,122.88,81.77,72,96,4.27
351,Ercis,TR,2020-10-15 00:10:33,39.03,43.36,42.8,49,28,3.36
352,Aksarka,RU,2020-10-15 00:10:33,66.56,67.8,32.23,94,63,15.03
353,Zhanakorgan,KZ,2020-10-15 00:10:34,43.91,67.25,48.79,51,0,6.55
354,High Prairie,CA,2020-10-15 00:10:34,55.43,-116.49,35.46,82,80,8.03
355,Viedma,AR,2020-10-15 00:10:34,-40.81,-63.0,50.0,56,0,1.01
356,Halifax,CA,2020-10-15 00:07:50,44.65,-63.57,55.99,93,75,18.34
357,Dera Ghazi Khan,PK,2020-10-15 00:10:34,30.06,70.63,72.28,23,0,0.43
358,Cabinda,AO,2020-10-15 00:10:35,-5.55,12.2,75.25,81,98,7.14
359,Puerto Baquerizo Moreno,EC,2020-10-15 00:10:35,-0.9,-89.6,68.09,87,87,9.22
360,Krasnoselkup,RU,2020-10-15 00:10:35,65.7,82.47,27.63,96,1,14.23
361,Beira,MZ,2020-10-15 00:10:35,-19.84,34.84,75.2,73,75,16.11
362,Huarmey,PE,2020-10-15 00:10:35,-10.07,-78.15,63.95,80,19,8.93
363,Kollam,IN,2020-10-15 00:10:35,8.88,76.6,78.8,94,40,3.36
364,San Rafael,AR,2020-10-15 00:10:34,-34.62,-68.33,69.85,30,27,6.44
365,Korla,CN,2020-10-15 00:10:36,41.76,86.15,47.8,49,0,7.94
366,Takab,IR,2020-10-15 00:10:36,36.4,47.11,45.09,47,4,1.34
367,Vila Do Maio,CV,2020-10-15 00:10:36,15.13,-23.22,78.8,88,75,4.7
368,Yuzhno-Kurilsk,RU,2020-10-15 00:10:36,44.03,145.86,50.09,57,3,6.6
369,Booue,GA,2020-10-15 00:10:36,-0.09,11.94,70.9,96,67,1.34
370,Izumo,JP,2020-10-15 00:10:36,35.37,132.77,57.2,93,75,4.7
371,Chicama,PE,2020-10-15 00:10:36,-7.84,-79.15,64.92,77,4,5.14
372,Itaguai,BR,2020-10-15 00:10:37,-22.85,-43.78,77.0,69,90,8.05
373,Farmersville,US,2020-10-15 00:10:37,36.3,-119.21,91.0,29,1,4.7
374,Ambon,ID,2020-10-15 00:10:37,-3.7,128.18,75.2,94,75,8.05
375,Acarau,BR,2020-10-15 00:10:37,-2.89,-40.12,79.02,76,65,17.02
376,Sola,VU,2020-10-15 00:10:37,-13.88,167.55,81.01,78,52,8.81
377,Tabou,CI,2020-10-15 00:10:37,4.42,-7.35,76.8,90,67,8.03
378,Sioux Lookout,CA,2020-10-15 00:10:37,50.1,-91.92,41.0,93,90,6.02
379,Glendive,US,2020-10-15 00:10:37,47.11,-104.71,43.0,52,20,17.22
380,Tekeli,KZ,2020-10-15 00:10:37,44.83,78.82,42.31,56,0,6.4
381,Ahipara,NZ,2020-10-15 00:10:37,-35.17,173.17,60.4,58,11,12.86
382,Tera,NE,2020-10-15 00:10:38,14.01,0.75,89.29,32,24,10.25
383,Acajutla,SV,2020-10-15 00:10:38,13.59,-89.83,79.5,80,96,6.17
384,Bilma,NE,2020-10-15 00:10:38,18.69,12.92,86.36,14,7,6.24
385,Katangli,RU,2020-10-15 00:10:38,51.71,143.23,34.48,85,71,13.18
386,Nuristan,AF,2020-10-15 00:10:38,35.3,70.83,26.89,82,0,7.56
387,Ginir,ET,2020-10-15 00:10:38,7.13,40.7,56.19,82,60,5.23
388,Maltahohe,NA,2020-10-15 00:10:38,-24.83,16.98,66.52,25,0,6.62
389,Luan,CH,2020-10-15 00:10:39,46.36,6.98,43.0,89,54,3.09
390,Nelson Bay,AU,2020-10-15 00:10:39,-32.72,152.15,75.0,49,1,9.17
391,Mokhsogollokh,RU,2020-10-15 00:10:39,61.47,128.92,18.09,96,100,8.75
392,Kloulklubed,PW,2020-10-15 00:10:39,7.04,134.26,78.8,88,90,6.93
393,Lagos,NG,2020-10-15 00:10:39,6.58,3.75,77.0,88,20,2.24
394,Inirida,CO,2020-10-15 00:10:39,3.87,-67.92,76.12,91,69,2.98
395,Taft,IR,2020-10-15 00:10:39,31.75,54.21,51.8,15,0,6.93
396,Tchollire,CM,2020-10-15 00:10:39,8.4,14.17,72.0,94,95,0.43
397,Zhob,PK,2020-10-15 00:08:25,31.34,69.45,56.35,33,0,1.86
398,Akdepe,TM,2020-10-15 00:10:40,42.06,59.38,46.4,61,5,6.93
399,Hambantota,LK,2020-10-15 00:10:40,6.12,81.12,79.7,79,80,18.3
400,Xining,CN,2020-10-15 00:10:40,36.62,101.77,35.31,82,59,1.03
401,Bestobe,KZ,2020-10-15 00:10:40,52.5,73.1,47.23,53,55,15.17
402,Ecoporanga,BR,2020-10-15 00:10:40,-18.37,-40.83,74.5,78,4,5.48
403,Newport,GB,2020-10-15 00:10:40,51.59,-3.0,48.99,93,69,1.01
404,Ust-Tsilma,RU,2020-10-15 00:10:40,65.44,52.15,31.17,96,57,4.47
405,San Andres,CO,2020-10-15 00:10:40,12.58,-81.7,82.4,78,75,5.82
406,Mount Isa,AU,2020-10-15 00:10:41,-20.73,139.5,82.4,37,0,16.11
407,Shellbrook,CA,2020-10-15 00:10:41,53.22,-106.4,39.2,38,20,18.34
408,Naberera,TZ,2020-10-15 00:10:41,-4.2,36.93,60.37,94,0,5.77
409,Iroquois Falls,CA,2020-10-15 00:10:41,48.77,-80.68,44.6,76,90,3.36
410,Syracuse,IT,2020-10-15 00:10:41,37.09,15.28,61.0,87,91,2.24
411,Freeport,US,2020-10-15 00:06:22,40.66,-73.58,63.0,59,1,5.82
412,Yagunovskiy,RU,2020-10-15 00:10:41,55.28,85.98,44.6,70,40,15.66
413,Marawi,PH,2020-10-15 00:06:29,8.0,124.29,75.0,93,94,3.0
414,Bhadrak,IN,2020-10-15 00:10:41,21.06,86.51,77.14,94,100,8.16
415,Dongsheng,CN,2020-10-15 00:09:39,39.82,109.98,39.99,64,0,8.21
416,Kahului,US,2020-10-15 00:10:42,20.89,-156.47,93.2,41,40,6.93
417,Bobrovka,RU,2020-10-15 00:10:42,54.05,61.75,46.83,51,71,10.31
418,Gushikawa,JP,2020-10-15 00:10:42,26.35,127.87,78.8,78,1,13.22
419,Kindu,CD,2020-10-15 00:10:42,-2.95,25.95,71.91,90,16,1.32
420,Abu Dhabi,AE,2020-10-15 00:10:42,24.47,54.37,78.8,36,0,3.36
421,Shimoda,JP,2020-10-15 00:10:42,34.67,138.95,66.2,88,75,14.99
422,Tucuman,AR,2020-10-15 00:06:16,-26.82,-65.22,73.4,49,54,13.87
423,Svodin,SK,2020-10-15 00:10:42,47.91,18.5,48.0,91,100,3.0
424,Watertown,US,2020-10-15 00:05:51,42.37,-71.18,60.8,71,1,3.36
425,Irbil,IQ,2020-10-15 00:10:43,36.19,44.01,68.16,24,8,2.42
426,Sterling,US,2020-10-15 00:10:43,39.01,-77.43,64.4,59,1,4.7
427,Dingle,PH,2020-10-15 00:10:43,11.0,122.67,80.37,84,100,6.26
428,Geraldton,AU,2020-10-15 00:10:43,-28.77,114.6,60.8,77,75,11.41
429,Kiunga,PG,2020-10-15 00:10:43,-6.12,141.29,81.81,76,81,3.74
430,Gawler,AU,2020-10-15 00:07:42,-34.6,138.73,73.99,43,85,10.0
431,Pori,FI,2020-10-15 00:10:43,61.48,21.78,26.6,100,0,2.24
432,Miyako,JP,2020-10-15 00:10:43,39.64,141.95,57.54,57,96,2.15
433,Les Cayes,HT,2020-10-15 00:10:44,18.2,-73.75,79.59,79,41,3.2
434,Kavaratti,IN,2020-10-15 00:10:44,10.57,72.64,81.27,78,100,20.65
435,Oriximina,BR,2020-10-15 00:10:44,-1.77,-55.87,85.91,54,41,6.31
436,Puerto Narino,CO,2020-10-15 00:10:44,-3.77,-70.38,74.93,94,59,3.47
437,Wakkanai,JP,2020-10-15 00:10:44,45.41,141.67,44.6,56,75,19.46
438,Llata,PE,2020-10-15 00:10:44,-9.42,-76.78,49.24,71,56,2.57
439,Byron Bay,AU,2020-10-15 00:06:06,-28.65,153.62,73.99,60,3,10.29
440,Jalu,LY,2020-10-15 00:10:44,29.03,21.55,72.52,35,0,9.08
441,Smidovich,RU,2020-10-15 00:10:44,48.6,133.82,35.53,75,15,13.38
442,Shumyachi,RU,2020-10-15 00:10:45,53.86,32.42,47.5,85,72,5.73
443,Yatou,CN,2020-10-15 00:10:45,37.15,122.38,55.83,41,92,0.6
444,Rawson,AR,2020-10-15 00:10:45,-43.3,-65.1,56.07,38,41,20.94
445,Srednekolymsk,RU,2020-10-15 00:10:45,67.45,153.68,34.77,80,80,2.77
446,Auki,SB,2020-10-15 00:10:45,-8.77,160.7,86.81,61,64,3.91
447,Coihueco,CL,2020-10-15 00:10:45,-36.62,-71.83,66.2,59,0,1.25
448,Belaya Gora,RU,2020-10-15 00:10:45,68.53,146.42,20.59,96,100,4.81
449,Malakal,SS,2020-10-15 00:10:45,9.53,31.66,71.13,80,2,1.95
450,Bac Lieu,VN,2020-10-15 00:10:45,9.29,105.72,77.29,90,100,13.44
451,Honningsvag,NO,2020-10-15 00:10:46,70.98,25.97,41.31,81,100,25.95
452,Bijar,IR,2020-10-15 00:10:46,35.87,47.61,42.04,51,13,0.85
453,Adre,TD,2020-10-15 00:10:46,13.47,22.2,74.7,60,91,4.32
454,Campamento,HN,2020-10-15 00:10:46,14.55,-86.65,70.79,88,79,1.54
455,Mori,JP,2020-10-15 00:10:46,34.83,137.93,71.01,82,75,3.36
456,Taitung,TW,2020-10-15 00:10:46,22.76,121.14,78.8,74,20,6.93
457,Jinchang,CN,2020-10-15 00:10:46,38.5,102.17,44.02,52,86,4.18
458,Port-Cartier,CA,2020-10-15 00:10:46,50.03,-66.87,46.0,100,90,9.17
459,Neyshabur,IR,2020-10-15 00:10:46,36.21,58.8,45.32,49,0,0.98
460,Labuhan Deli,ID,2020-10-15 00:10:47,3.73,98.67,75.2,100,20,3.36
461,Madoc,CA,2020-10-15 00:10:47,44.51,-77.47,51.01,85,89,4.38
462,Dalby,AU,2020-10-15 00:10:47,-27.18,151.27,77.0,31,0,3.0
463,Bloemfontein,ZA,2020-10-15 00:10:47,-29.12,26.21,51.8,53,0,3.36
464,Anajatuba,BR,2020-10-15 00:10:47,-3.26,-44.62,78.15,77,55,8.01
465,Tutoia,BR,2020-10-15 00:10:47,-2.76,-42.27,80.89,75,64,17.38
466,Mandali,IQ,2020-10-15 00:10:47,33.75,45.55,67.96,21,46,2.37
467,Neustrelitz,DE,2020-10-15 00:10:47,53.37,13.08,48.99,99,100,16.53
468,Kolda,SN,2020-10-15 00:10:48,12.88,-14.95,76.12,87,58,4.56
469,Puerto Escondido,MX,2020-10-15 00:10:48,15.85,-97.07,84.2,70,75,8.05
470,Akyab,MM,2020-10-15 00:10:48,20.15,92.9,78.89,88,77,4.61
471,Lorengau,PG,2020-10-15 00:10:48,-2.02,147.27,85.32,67,98,6.2
472,Bumba,CD,2020-10-15 00:10:48,2.18,22.47,71.96,91,29,1.68
473,Murillo,CO,2020-10-15 00:10:48,4.87,-75.17,73.4,69,40,5.82
474,Polonnaruwa,LK,2020-10-15 00:10:48,7.93,81.0,78.31,72,100,10.27
475,Lamar,US,2020-10-15 00:07:09,33.67,-95.58,80.6,57,1,13.87
476,Fairbanks,US,2020-10-15 00:10:04,64.84,-147.72,26.6,58,90,4.7
477,Bandiagara,ML,2020-10-15 00:10:48,14.35,-3.61,86.14,28,31,2.21
478,Fuerte Olimpo,PY,2020-10-15 00:10:48,-21.04,-57.87,90.7,34,18,6.38
479,Weyburn,CA,2020-10-15 00:10:49,49.67,-103.85,35.01,42,45,13.0
480,Karwar,IN,2020-10-15 00:10:49,14.8,74.13,77.07,86,91,4.56
481,Neuquen,AR,2020-10-15 00:09:17,-38.95,-68.06,69.8,32,0,6.93
482,Resavica,RS,2020-10-15 00:10:49,44.04,21.58,50.0,8,67,6.06
483,Emerald,AU,2020-10-15 00:10:49,-23.53,148.17,75.0,43,0,6.93
484,Caraballeda,VE,2020-10-15 00:10:49,10.61,-66.85,71.01,87,11,7.65
485,Voh,NC,2020-10-15 00:10:49,-20.97,164.7,80.4,67,61,6.62
486,Lebedinyy,RU,2020-10-15 00:10:49,58.52,125.52,15.69,96,100,17.4
487,Dudinka,RU,2020-10-15 00:10:49,69.41,86.18,24.8,92,75,20.13
488,Piney Green,US,2020-10-15 00:10:49,34.72,-77.32,66.99,63,1,4.7
489,Pasan,IN,2020-10-15 00:10:50,22.85,82.2,71.13,91,93,2.89
490,Goma,CD,2020-10-15 00:10:50,-1.68,29.22,64.0,78,73,1.66
491,San Pedro De Uraba,CO,2020-10-15 00:10:50,8.28,-76.38,75.67,90,58,0.49
492,Lisakovsk,KZ,2020-10-15 00:10:50,52.54,62.49,47.68,49,90,10.58
493,Muhos,FI,2020-10-15 00:10:50,64.81,25.99,35.6,93,20,2.24
494,Kurchum,KZ,2020-10-15 00:10:50,48.57,83.65,40.59,67,31,6.17
495,Partizanskoye,RU,2020-10-15 00:10:50,55.5,94.39,37.67,79,77,17.16
496,Luanshya,ZM,2020-10-15 00:10:50,-13.14,28.42,65.7,78,2,6.64
497,Mansa,IN,2020-10-15 00:10:50,29.98,75.38,70.27,24,0,5.21
498,Tamiahua,MX,2020-10-15 00:10:51,21.27,-97.45,79.95,83,45,5.3
499,Sobolevo,RU,2020-10-15 00:10:51,54.43,31.9,47.68,87,57,6.4
500,Safranbolu,TR,2020-10-15 00:10:51,41.25,32.69,56.71,80,0,1.03
501,Flinders,AU,2020-10-15 00:10:51,-34.58,150.86,75.99,62,60,5.99
502,Kargasok,RU,2020-10-15 00:10:51,59.06,80.86,48.02,95,100,10.63
503,Urbano Santos,BR,2020-10-15 00:10:51,-3.21,-43.4,76.14,81,61,4.79
504,Oksfjord,NO,2020-10-15 00:10:51,70.24,22.35,39.2,80,100,19.46
505,Salamiyah,SY,2020-10-15 00:10:51,35.01,37.05,60.6,84,0,5.21
506,Gilbues,BR,2020-10-15 00:10:51,-9.83,-45.34,81.16,28,6,6.06
507,Puerto Maldonado,PE,2020-10-15 00:10:52,-12.6,-69.18,74.79,86,56,2.82
508,Vanimo,PG,2020-10-15 00:10:52,-2.67,141.3,84.97,66,91,3.71
509,Burdur,TR,2020-10-15 00:10:52,37.72,30.29,55.4,62,40,3.36
510,Mount Gambier,AU,2020-10-15 00:10:52,-37.83,140.77,64.04,72,100,9.82
511,Dharchula,IN,2020-10-15 00:10:52,29.85,80.53,59.54,31,0,5.93
512,Barao De Melgaco,BR,2020-10-15 00:10:52,-16.19,-55.97,78.8,74,90,5.82
513,Arkhangelsk,RU,2020-10-15 00:10:52,64.54,40.54,33.8,92,90,4.47
514,Nizhnyaya Tavda,RU,2020-10-15 00:10:52,57.67,66.17,48.34,81,97,9.06
515,Santander,ES,2020-10-15 00:10:52,43.46,-3.8,57.0,93,75,5.82
516,Skibotn,NO,2020-10-15 00:10:52,69.39,20.27,37.4,86,75,29.97
517,Santa Fe,AR,2020-10-15 00:08:10,-31.63,-60.7,71.89,51,45,10.04
518,Ronne,DK,2020-10-15 00:10:53,55.1,14.71,50.0,81,100,16.11
519,Trinidad,BO,2020-10-15 00:06:53,-14.83,-64.9,87.44,45,42,3.8
520,Kalabo,ZM,2020-10-15 00:10:53,-14.97,22.68,73.44,57,36,4.61
521,Asfi,MA,2020-10-15 00:10:53,32.3,-9.24,63.07,82,5,10.56
522,Mundi,IN,2020-10-15 00:10:53,22.07,76.5,75.02,79,99,7.38
523,Hantsport,CA,2020-10-15 00:10:53,45.07,-64.17,57.0,86,80,1.01
524,Boras,SE,2020-10-15 00:06:48,57.72,12.94,42.01,84,75,14.99
525,Semnan,IR,2020-10-15 00:10:54,35.57,53.4,51.62,39,0,1.23
526,Goure,NE,2020-10-15 00:10:54,13.98,10.27,89.08,17,31,5.39
527,San Ramon,US,2020-10-15 00:06:57,37.78,-121.98,95.0,12,1,6.93
528,Praya,CV,2020-10-15 00:10:54,14.92,-23.51,78.8,88,75,4.7
529,Bandarbeyla,SO,2020-10-15 00:06:23,9.49,50.81,78.62,85,27,14.54
530,Nandura,IN,2020-10-15 00:10:54,20.83,76.45,74.52,91,94,6.69
531,Abancay,PE,2020-10-15 00:10:54,-13.63,-72.88,60.31,63,76,5.14
532,Kerrobert,CA,2020-10-15 00:10:54,51.92,-109.13,37.4,74,40,13.87
533,Kuopio,FI,2020-10-15 00:10:54,62.89,27.68,32.0,88,0,3.36
534,Nyanguge,TZ,2020-10-15 00:10:54,-2.55,33.2,73.49,71,12,1.88
535,Marsa Matruh,EG,2020-10-15 00:10:54,31.35,27.25,75.2,69,40,6.93
536,Urumqi,CN,2020-10-15 00:10:55,43.8,87.6,42.8,60,0,6.71
537,Tobetsu,JP,2020-10-15 00:10:55,43.22,141.52,51.01,93,75,3.36
538,Kot Khai,IN,2020-10-15 00:10:55,31.12,77.53,56.01,65,1,3.53
539,Ketchikan,US,2020-10-15 00:10:55,55.34,-131.65,53.6,58,40,5.82
540,Stara Zagora,BG,2020-10-15 00:10:55,42.43,25.64,54.0,93,5,4.7
541,Hamilton,US,2020-10-15 00:10:55,39.18,-84.53,70.0,40,1,6.93
542,Marienburg,PL,2020-10-15 00:10:55,54.04,19.03,48.0,100,84,4.88
543,Nanortalik,GL,2020-10-15 00:10:55,60.14,-45.24,36.93,84,18,0.87
544,Taoudenni,ML,2020-10-15 00:10:55,22.68,-3.98,92.01,17,1,6.49
545,Nioro,GM,2020-10-15 00:10:56,13.35,-15.75,77.79,83,12,7.14
546,Finschhafen,PG,2020-10-15 00:10:56,-6.6,147.87,84.2,70,68,10.8
547,Guarapari,BR,2020-10-15 00:08:20,-20.67,-40.5,81.0,80,71,10.94
548,Baykit,RU,2020-10-15 00:10:56,61.67,96.37,39.58,87,100,10.63
549,Illapel,CL,2020-10-15 00:10:56,-31.63,-71.17,59.36,71,45,0.69
550,Nizhniy Kuranakh,RU,2020-10-15 00:10:56,58.84,125.49,21.85,92,100,11.97
551,Adrar,MR,2020-10-15 00:10:56,20.5,-10.07,89.51,28,51,8.23
552,Kenderes,HU,2020-10-15 00:10:56,47.25,20.68,46.99,93,89,2.24
553,Zeya,RU,2020-10-15 00:10:57,53.75,127.27,28.45,83,55,7.83
554,Anadyr,RU,2020-10-15 00:10:57,64.75,177.48,37.4,93,20,2.24
555,Ust-Maya,RU,2020-10-15 00:10:57,60.42,134.53,20.28,92,89,2.71
556,Subirana,HN,2020-10-15 00:10:57,15.2,-87.45,82.4,74,75,11.41
557,Kayes,ML,2020-10-15 00:10:57,14.0,-11.0,81.52,55,0,3.33
558,Alofi,NU,2020-10-15 00:10:57,-19.06,-169.92,77.0,65,75,14.99
559,Eldorado,BR,2020-10-15 00:07:10,-23.79,-54.28,69.17,93,99,7.74
560,Parabel,RU,2020-10-15 00:10:57,58.7,81.48,48.36,94,100,12.1
561,Bay City,US,2020-10-15 00:10:57,43.59,-83.89,57.99,54,1,18.34
562,Follonica,IT,2020-10-15 00:10:58,42.93,10.76,61.0,91,99,7.63
563,Mathbaria,BD,2020-10-15 00:10:58,22.29,89.96,77.32,89,58,4.12
564,Berlevag,NO,2020-10-15 00:10:58,70.86,29.09,40.06,75,98,20.8
565,Kalemie,CD,2020-10-15 00:10:58,-5.95,29.19,72.18,72,22,2.17
566,Khani,GE,2020-10-15 00:10:58,41.96,42.96,57.2,87,95,5.82
567,Tocopilla,CL,2020-10-15 00:10:58,-22.09,-70.2,61.61,62,22,6.58
568,Haines Junction,CA,2020-10-15 00:10:58,60.75,-137.51,38.48,68,6,2.8
569,Novobeysugskaya,RU,2020-10-15 00:10:58,45.47,39.89,60.91,79,0,6.26
570,Sidi Ali,DZ,2020-10-15 00:10:58,36.1,0.42,63.41,78,0,4.63
571,Divnomorskoye,RU,2020-10-15 00:10:59,44.5,38.14,65.46,72,9,5.21
